Loan_ID,Applicant_ID,Loan_Type,Loan_Amount,Interest_Rate,Loan_Tenure_Months,Loan_Purpose,Loan_Grade,EMI_Amount,Issue_Date,Debt_To_Income_%,Loan_Status,Issue_Year,Issue_Month,Issue_Quarter,DTI_Risk,Loan_Size
LN000501,APP05202,Home Loan,1475000.0,17.65,240,Debt Consolidation,D,22367.33,2024-12-14,45.12,Active,2024,12,4,High Risk,Very Large
LN000502,APP19668,Business Loan,1116000.0,14.59,36,Vehicle Purchase,C,38462.81,2024-04-25,37.93,Active,2024,4,2,High Risk,Very Large
LN000503,APP08416,Business Loan,205000.0,17.69,12,Business Expansion,E,18764.17,2026-03-17,50.06,Closed,2026,3,1,Very High Risk,Medium
LN000504,APP16510,Business Loan,637000.0,15.09,60,Vehicle Purchase,B,15184.3,2023-07-19,11.3,Active,2023,7,3,Low Risk,Large
LN000505,APP11775,Education Loan,680000.0,16.42,60,Debt Consolidation,F,16688.41,2025-12-15,33.0,Active,2025,12,4,Moderate Risk,Large
LN000506,APP11239,Business Loan,110000.0,16.31,36,Home Renovation,D,3884.13,2025-12-22,4.05,Active,2025,12,4,Low Risk,Medium
LN000507,APP06378,Gold Loan,89000.0,14.53,18,Wedding,C,5532.58,2023-08-18,13.28,Active,2023,8,3,Low Risk,Small
LN000508,APP09511,Home Loan,1002000.0,17.71,360,Debt Consolidation,F,14863.99,2024-04-08,34.26,Closed,2024,4,2,Moderate Risk,Very Large
LN000509,APP09595,Home Loan,545000.0,16.1,300,Debt Consolidation,D,7448.75,2024-07-17,12.83,Active,2024,7,3,Low Risk,Large
LN000510,APP05719,Gold Loan,222000.0,17.38,6,Home Renovation,F,38898.06,2025-10-13,68.08,Active,2025,10,4,Very High Risk,Medium
LN000511,APP05447,Business Loan,372000.0,17.0,12,Home Purchase,E,33928.17,2025-07-06,56.81,Active,2025,7,3,Very High Risk,Medium
LN000512,APP16406,Auto Loan,890000.0,17.01,24,Home Purchase,E,44007.89,2023-12-31,60.53,Active,2023,12,4,Very High Risk,Large
LN000513,APP09834,Home Loan,2679000.0,15.61,360,Wedding,D,35184.81,2024-04-13,62.86,Active,2024,4,2,Very High Risk,Very Large
LN000514,APP17906,Auto Loan,209000.0,16.89,60,Home Renovation,F,5181.83,2025-04-26,13.72,Active,2025,4,2,Low Risk,Medium
LN000515,APP09082,Business Loan,892000.0,15.68,24,Investment,D,43538.83,2024-05-26,57.43,Active,2024,5,2,Very High Risk,Large
LN000516,APP06357,Education Loan,363000.0,15.05,60,Home Renovation,B,8645.27,2023-09-02,9.64,Active,2023,9,3,Low Risk,Medium
LN000517,APP07082,Education Loan,352000.0,18.32,48,Debt Consolidation,E,10398.95,2023-08-05,34.05,Active,2023,8,3,Moderate Risk,Medium
LN000518,APP01801,Auto Loan,462000.0,16.69,72,Education,D,10197.96,2023-10-24,24.8,Active,2023,10,4,Moderate Risk,Medium
LN000519,APP14985,Personal Loan,148000.0,14.9,60,Business Expansion,B,3513.15,2024-09-28,4.82,Active,2024,9,3,Low Risk,Medium
LN000520,APP14782,Gold Loan,284000.0,17.06,12,Home Renovation,D,25910.24,2025-01-20,41.69,Active,2025,1,1,High Risk,Medium
LN000521,APP16330,Gold Loan,94000.0,15.87,6,Business Expansion,D,16399.78,2025-12-09,38.79,Active,2025,12,4,High Risk,Small
LN000522,APP08675,Personal Loan,429000.0,18.47,36,Vehicle Purchase,F,15610.71,2025-08-01,26.37,Active,2025,8,3,Moderate Risk,Medium
LN000523,APP07355,Personal Loan,362000.0,14.38,36,Investment,C,12439.22,2024-05-18,29.85,Closed,2024,5,2,Moderate Risk,Medium
LN000524,APP18482,Business Loan,431000.0,19.2,60,Business Expansion,F,11227.86,2025-03-05,23.91,Active,2025,3,1,Moderate Risk,Medium
LN000525,APP18602,Auto Loan,416000.0,16.92,72,Vehicle Purchase,D,9235.83,2025-01-01,20.66,Active,2025,1,1,Moderate Risk,Medium
LN000526,APP13646,Auto Loan,822000.0,17.28,48,Education,D,23838.09,2023-06-21,30.61,Active,2023,6,2,Moderate Risk,Large
LN000527,APP01999,Gold Loan,276000.0,17.17,12,Home Purchase,C,25194.78,2025-09-24,19.87,Active,2025,9,3,Low Risk,Medium
LN000528,APP00845,Home Loan,950000.0,14.71,360,Education,B,11792.21,2025-08-22,8.58,Closed,2025,8,3,Low Risk,Large
LN000529,APP11263,Education Loan,664000.0,14.91,84,Medical Emergency,C,12779.54,2025-10-20,21.69,Active,2025,10,4,Moderate Risk,Large
LN000530,APP02920,Auto Loan,634000.0,16.32,72,Investment,E,14022.8,2024-08-25,34.49,Active,2024,8,3,Moderate Risk,Large
LN000531,APP17465,Home Loan,4663000.0,16.74,360,Medical Emergency,F,65495.8,2024-11-05,76.63,Active,2024,11,4,Very High Risk,Very Large
LN000532,APP03896,Gold Loan,202000.0,14.29,6,Wedding,C,35083.71,2026-02-07,60.82,Active,2026,2,1,Very High Risk,Medium
LN000533,APP09748,Auto Loan,316000.0,18.17,60,Business Expansion,E,8053.58,2024-06-25,33.26,Active,2024,6,2,Moderate Risk,Medium
LN000534,APP11995,Business Loan,1107000.0,16.16,12,Business Expansion,D,100522.9,2025-03-13,94.38,Active,2025,3,1,Very High Risk,Very Large
LN000535,APP05025,Home Loan,3122000.0,17.38,240,Business Expansion,D,46697.84,2026-01-16,80.6,Active,2026,1,1,Very High Risk,Very Large
LN000536,APP14517,Personal Loan,470000.0,16.36,12,Debt Consolidation,B,42723.61,2023-10-26,30.24,Closed,2023,10,4,Moderate Risk,Medium
LN000537,APP05526,Business Loan,758000.0,17.38,48,Medical Emergency,D,22021.43,2023-06-21,53.66,Active,2023,6,2,Very High Risk,Large
LN000538,APP16665,Gold Loan,69000.0,17.57,24,Education,E,3430.44,2025-06-18,9.33,Active,2025,6,2,Low Risk,Small
LN000539,APP06634,Education Loan,309000.0,13.8,24,Debt Consolidation,B,14806.8,2024-09-26,10.69,Closed,2024,9,3,Low Risk,Medium
LN000540,APP05522,Education Loan,706000.0,15.37,24,Business Expansion,D,34355.81,2023-10-08,46.15,Closed,2023,10,4,High Risk,Large
LN000541,APP10831,Business Loan,486000.0,16.32,12,Debt Consolidation,D,43996.36,2025-06-13,84.33,Active,2025,6,2,Very High Risk,Medium
LN000542,APP18317,Business Loan,1968000.0,13.75,36,Business Expansion,B,67022.86,2024-07-09,42.52,Active,2024,7,3,High Risk,Very Large
LN000543,APP16556,Auto Loan,527000.0,18.49,24,Debt Consolidation,F,26434.94,2024-08-24,34.38,Active,2024,8,3,Moderate Risk,Large
LN000544,APP19303,Personal Loan,322000.0,14.88,24,Debt Consolidation,C,15594.35,2025-04-11,24.42,Closed,2025,4,2,Moderate Risk,Medium
LN000545,APP11416,Home Loan,1406000.0,15.97,300,Home Renovation,D,19072.87,2025-07-08,73.69,Active,2025,7,3,Very High Risk,Very Large
LN000546,APP18548,Business Loan,426000.0,14.59,12,Business Expansion,C,38367.67,2023-12-01,69.89,Active,2023,12,4,Very High Risk,Medium
LN000547,APP07135,Personal Loan,133000.0,17.15,36,Wedding,D,4751.75,2023-07-31,11.67,Active,2023,7,3,Low Risk,Medium
LN000548,APP12513,Business Loan,130000.0,16.73,36,Medical Emergency,E,4617.4,2024-10-23,8.67,Active,2024,10,4,Low Risk,Medium
LN000549,APP10516,Home Loan,938000.0,15.54,240,Vehicle Purchase,C,12727.35,2023-11-10,17.44,Active,2023,11,4,Low Risk,Large
LN000550,APP00759,Gold Loan,292000.0,14.5,24,Home Renovation,D,14088.83,2024-04-18,14.22,Active,2024,4,2,Low Risk,Medium
LN000551,APP19780,Auto Loan,795000.0,16.47,48,Debt Consolidation,D,22722.35,2023-12-12,33.32,Active,2023,12,4,Moderate Risk,Large
LN000552,APP05970,Home Loan,724000.0,15.71,240,Home Purchase,C,9915.5,2024-07-14,33.2,Active,2024,7,3,Moderate Risk,Large
LN000553,APP03808,Personal Loan,290000.0,14.66,12,Debt Consolidation,C,26128.41,2026-01-27,37.33,Closed,2026,1,1,High Risk,Medium
LN000554,APP17784,Education Loan,101000.0,17.45,84,Wedding,D,2090.37,2024-02-25,4.13,Active,2024,2,1,Low Risk,Medium
LN000555,APP00207,Gold Loan,258000.0,14.35,6,Medical Emergency,C,44817.56,2023-08-09,67.69,Active,2023,8,3,Very High Risk,Medium
LN000556,APP06353,Auto Loan,568000.0,14.82,48,Education,D,15756.09,2024-09-08,28.33,Active,2024,9,3,Moderate Risk,Large
LN000557,APP16890,Home Loan,1553000.0,15.55,120,Wedding,E,25580.95,2023-07-20,63.58,Closed,2023,7,3,Very High Risk,Very Large
LN000558,APP11536,Education Loan,415000.0,17.61,60,Education,D,10274.15,2026-04-11,18.27,Active,2026,4,2,Low Risk,Medium
LN000559,APP10396,Personal Loan,111000.0,16.11,48,Medical Emergency,C,3152.03,2026-01-27,4.05,Active,2026,1,1,Low Risk,Medium
LN000560,APP13790,Gold Loan,70000.0,19.07,12,Debt Consolidation,F,6453.3,2025-09-11,22.12,Active,2025,9,3,Moderate Risk,Small
LN000561,APP16268,Business Loan,169000.0,15.19,12,Investment,D,15268.81,2024-06-22,71.21,Closed,2024,6,2,Very High Risk,Medium
LN000562,APP08460,Gold Loan,99000.0,17.49,12,Investment,E,9052.31,2023-06-04,13.23,Active,2023,6,2,Low Risk,Small
LN000563,APP06441,Education Loan,308000.0,17.53,36,Wedding,D,11062.45,2024-07-16,12.94,Active,2024,7,3,Low Risk,Medium
LN000564,APP12717,Auto Loan,653000.0,16.56,36,Debt Consolidation,E,23138.49,2023-06-09,55.53,Active,2023,6,2,Very High Risk,Large
LN000565,APP01996,Personal Loan,108000.0,15.0,48,Vehicle Purchase,D,3005.72,2025-09-01,5.21,Active,2025,9,3,Low Risk,Medium
LN000566,APP10521,Gold Loan,185000.0,14.47,6,Medical Emergency,C,32147.63,2026-04-12,75.07,Active,2026,4,2,Very High Risk,Medium
LN000567,APP08816,Gold Loan,230000.0,15.01,12,Medical Emergency,B,20760.5,2024-02-26,17.11,Active,2024,2,1,Low Risk,Medium
LN000568,APP19738,Home Loan,3978000.0,16.07,300,Wedding,B,54275.29,2024-02-06,23.75,Closed,2024,2,1,Moderate Risk,Very Large
LN000569,APP00999,Personal Loan,259000.0,14.26,12,Debt Consolidation,B,23286.56,2025-06-24,14.98,Active,2025,6,2,Low Risk,Medium
LN000570,APP06653,Home Loan,3756000.0,14.29,240,Business Expansion,A,47499.81,2023-07-01,26.06,Active,2023,7,3,Moderate Risk,Very Large
LN000571,APP16964,Personal Loan,147000.0,16.42,12,Investment,D,13366.67,2024-09-30,13.72,Closed,2024,9,3,Low Risk,Medium
LN000572,APP03553,Gold Loan,124000.0,17.34,18,Vehicle Purchase,D,7872.96,2025-01-12,16.78,Closed,2025,1,1,Low Risk,Medium
LN000573,APP10051,Business Loan,389000.0,17.31,24,Business Expansion,E,19291.03,2024-07-09,30.66,Active,2024,7,3,Moderate Risk,Medium
LN000574,APP08937,Auto Loan,1387000.0,13.15,24,Investment,A,66038.27,2024-11-27,44.51,Active,2024,11,4,High Risk,Very Large
LN000575,APP12549,Business Loan,371000.0,16.39,60,Home Purchase,E,9099.06,2025-06-21,22.52,Active,2025,6,2,Moderate Risk,Medium
LN000576,APP18332,Business Loan,185000.0,18.46,60,Business Expansion,F,4744.2,2023-06-24,4.79,Active,2023,6,2,Low Risk,Medium
LN000577,APP00697,Home Loan,1096000.0,17.82,360,Education,E,16356.7,2025-10-01,26.13,Active,2025,10,4,Moderate Risk,Very Large
LN000578,APP12793,Gold Loan,89000.0,16.65,12,Home Purchase,D,8102.45,2025-05-14,8.4,Active,2025,5,2,Low Risk,Small
LN000579,APP12832,Home Loan,2599000.0,17.13,120,Medical Emergency,E,45384.33,2023-11-10,84.21,Active,2023,11,4,Very High Risk,Very Large
LN000580,APP01886,Gold Loan,179000.0,16.54,18,Debt Consolidation,D,11297.04,2024-06-17,30.08,Active,2024,6,2,Moderate Risk,Medium
LN000581,APP06196,Auto Loan,646000.0,17.24,60,Home Purchase,E,16138.25,2023-12-05,40.24,Active,2023,12,4,High Risk,Large
LN000582,APP07690,Home Loan,1552000.0,15.52,300,Business Expansion,C,20506.68,2025-05-30,45.02,Active,2025,5,2,High Risk,Very Large
LN000583,APP09372,Personal Loan,106000.0,16.57,60,Medical Emergency,E,2609.93,2024-05-16,3.25,Active,2024,5,2,Low Risk,Medium
LN000584,APP04506,Education Loan,704000.0,16.52,84,Medical Emergency,D,14192.19,2024-12-29,28.26,Active,2024,12,4,Moderate Risk,Large
LN000585,APP00188,Home Loan,1262000.0,15.34,360,Debt Consolidation,B,16300.93,2024-11-14,9.64,Active,2024,11,4,Low Risk,Very Large
LN000586,APP03124,Home Loan,1879000.0,17.26,240,Investment,C,27933.3,2023-07-26,51.97,Active,2023,7,3,Very High Risk,Very Large
LN000587,APP03822,Home Loan,2772000.0,16.26,300,Debt Consolidation,F,38234.98,2025-12-28,73.46,Active,2025,12,4,Very High Risk,Very Large
LN000588,APP08836,Gold Loan,43000.0,16.64,18,Wedding,D,2715.85,2025-12-16,6.72,Active,2025,12,4,Low Risk,Small
LN000589,APP05764,Personal Loan,449000.0,15.9,60,Business Expansion,D,10894.97,2024-01-27,15.79,Closed,2024,1,1,Low Risk,Medium
LN000590,APP15908,Education Loan,305000.0,18.77,60,Medical Emergency,E,7873.32,2024-01-16,16.13,Active,2024,1,1,Low Risk,Medium
LN000591,APP06509,Home Loan,3197000.0,18.62,360,Debt Consolidation,E,49801.72,2025-06-16,58.27,Active,2025,6,2,Very High Risk,Very Large
LN000592,APP02347,Gold Loan,160000.0,14.08,18,Business Expansion,B,9912.43,2025-09-24,16.51,Closed,2025,9,3,Low Risk,Medium
LN000593,APP01373,Business Loan,244000.0,16.98,36,Wedding,F,8696.84,2025-07-06,23.07,Active,2025,7,3,Moderate Risk,Medium
LN000594,APP19808,Personal Loan,257000.0,15.96,48,Debt Consolidation,D,7278.19,2026-01-27,12.9,Closed,2026,1,1,Low Risk,Medium
LN000595,APP03022,Auto Loan,909000.0,15.81,36,Debt Consolidation,D,31872.54,2023-12-07,32.61,Active,2023,12,4,Moderate Risk,Large
LN000596,APP18839,Business Loan,204000.0,17.88,48,Vehicle Purchase,E,5979.72,2025-11-22,14.35,Active,2025,11,4,Low Risk,Medium
LN000597,APP07622,Business Loan,1438000.0,15.9,12,Education,C,130402.93,2023-06-14,196.8,Active,2023,6,2,Very High Risk,Very Large
LN000598,APP12354,Gold Loan,51000.0,15.55,24,Education,E,2486.17,2026-02-22,4.24,Active,2026,2,1,Low Risk,Small
LN000599,APP17963,Home Loan,1280000.0,16.36,360,Investment,B,17584.95,2023-10-23,28.82,Active,2023,10,4,Moderate Risk,Very Large
LN000600,APP15469,Auto Loan,237000.0,18.42,24,Home Renovation,F,11880.16,2024-05-17,17.97,Active,2024,5,2,Low Risk,Medium
LN000601,APP01193,Business Loan,855000.0,14.71,24,Wedding,D,41338.38,2025-07-03,73.67,Closed,2025,7,3,Very High Risk,Large
LN000602,APP13494,Gold Loan,40000.0,15.39,12,Vehicle Purchase,D,3617.7,2025-03-07,11.64,Closed,2025,3,1,Low Risk,Small
LN000603,APP07262,Education Loan,746000.0,17.19,60,Medical Emergency,D,18616.32,2025-03-30,15.76,Active,2025,3,1,Low Risk,Large
LN000604,APP01277,Education Loan,255000.0,16.04,24,Wedding,E,12490.47,2025-06-03,20.75,Active,2025,6,2,Moderate Risk,Medium
LN000605,APP17943,Gold Loan,186000.0,16.72,6,Education,D,32529.2,2025-11-19,78.07,Active,2025,11,4,Very High Risk,Medium
LN000606,APP05435,Education Loan,418000.0,16.98,48,Business Expansion,D,12057.08,2023-11-04,11.67,Active,2023,11,4,Low Risk,Medium
LN000607,APP08893,Gold Loan,288000.0,16.0,12,Wedding,D,26130.49,2024-04-22,35.33,Active,2024,4,2,High Risk,Medium
LN000608,APP01190,Auto Loan,211000.0,16.02,48,Home Renovation,E,5981.96,2025-03-19,20.78,Closed,2025,3,1,Moderate Risk,Medium
LN000609,APP07258,Auto Loan,980000.0,15.44,72,Investment,C,20957.0,2023-08-23,31.17,Active,2023,8,3,Moderate Risk,Large
LN000610,APP18114,Auto Loan,301000.0,15.85,24,Business Expansion,D,14716.33,2024-03-17,37.9,Active,2024,3,1,High Risk,Medium
LN000611,APP02878,Auto Loan,312000.0,16.19,48,Business Expansion,D,8872.56,2026-01-04,15.12,Active,2026,1,1,Low Risk,Medium
LN000612,APP19396,Gold Loan,50000.0,15.35,24,Investment,B,2432.66,2025-06-17,4.4,Active,2025,6,2,Low Risk,Small
LN000613,APP18978,Personal Loan,296000.0,15.59,36,Wedding,C,10346.67,2023-11-08,18.6,Active,2023,11,4,Low Risk,Medium
LN000614,APP09512,Education Loan,729000.0,15.75,84,Business Expansion,C,14375.84,2025-06-19,9.66,Closed,2025,6,2,Low Risk,Large
LN000615,APP07921,Personal Loan,79000.0,17.62,24,Home Renovation,D,3929.51,2026-01-08,10.38,Active,2026,1,1,Low Risk,Small
LN000616,APP12062,Business Loan,635000.0,18.57,48,Education,F,18842.79,2024-10-18,42.35,Closed,2024,10,4,High Risk,Large
LN000617,APP12186,Home Loan,882000.0,16.31,360,Education,C,12081.48,2025-08-13,29.92,Active,2025,8,3,Moderate Risk,Large
LN000618,APP05963,Personal Loan,189000.0,16.0,12,Home Purchase,D,17148.13,2025-02-19,30.34,Active,2025,2,1,Moderate Risk,Medium
LN000619,APP15031,Home Loan,1152000.0,16.21,360,Investment,C,15686.83,2026-03-07,16.91,Active,2026,3,1,Low Risk,Very Large
LN000620,APP06647,Personal Loan,213000.0,17.08,36,Home Purchase,E,7602.51,2024-07-31,14.36,Active,2024,7,3,Low Risk,Medium
LN000621,APP19131,Personal Loan,239000.0,17.65,24,Medical Emergency,D,11891.48,2025-02-22,17.05,Active,2025,2,1,Low Risk,Medium
LN000622,APP05708,Business Loan,187000.0,18.05,12,Home Purchase,E,17148.61,2023-07-31,137.19,Active,2023,7,3,Very High Risk,Medium
LN000623,APP12393,Home Loan,4081000.0,14.7,300,Home Renovation,A,51322.62,2026-03-11,42.22,Active,2026,3,1,High Risk,Very Large
LN000624,APP13381,Personal Loan,123000.0,19.28,12,Investment,F,11351.7,2025-02-06,16.31,Active,2025,2,1,Low Risk,Medium
LN000625,APP08098,Auto Loan,799000.0,16.51,36,Wedding,E,28292.06,2024-10-24,53.91,Active,2024,10,4,Very High Risk,Large
LN000626,APP04783,Home Loan,1652000.0,16.34,300,Debt Consolidation,D,22890.59,2025-08-02,31.99,Closed,2025,8,3,Moderate Risk,Very Large
LN000627,APP00214,Education Loan,447000.0,18.7,84,Wedding,F,9579.26,2025-01-20,24.89,Closed,2025,1,1,Moderate Risk,Medium
LN000628,APP15333,Personal Loan,232000.0,17.58,24,Business Expansion,D,11535.37,2024-11-10,18.3,Closed,2024,11,4,Low Risk,Medium
LN000629,APP17469,Personal Loan,153000.0,12.25,24,Education,A,7220.12,2023-11-21,4.8,Active,2023,11,4,Low Risk,Medium
LN000630,APP07574,Personal Loan,138000.0,16.15,12,Education,D,12530.66,2024-02-21,16.0,Active,2024,2,1,Low Risk,Medium
LN000631,APP05505,Auto Loan,845000.0,17.05,36,Wedding,D,30147.59,2024-03-08,21.17,Closed,2024,3,1,Moderate Risk,Large
LN000632,APP14016,Education Loan,155000.0,17.11,48,Wedding,E,4481.36,2023-06-29,11.61,Active,2023,6,2,Low Risk,Medium
LN000633,APP11503,Home Loan,4006000.0,16.61,180,Investment,E,60548.66,2026-01-31,71.11,Closed,2026,1,1,Very High Risk,Very Large
LN000634,APP10796,Personal Loan,429000.0,17.18,24,Business Expansion,F,21247.85,2024-05-23,42.16,Active,2024,5,2,High Risk,Medium
LN000635,APP17947,Gold Loan,264000.0,12.87,24,Home Renovation,B,12534.93,2023-11-04,8.63,Active,2023,11,4,Low Risk,Medium
LN000636,APP00642,Personal Loan,301000.0,15.7,36,Medical Emergency,C,10537.74,2024-11-20,16.12,Active,2024,11,4,Low Risk,Medium
LN000637,APP15477,Home Loan,3556000.0,13.17,120,Debt Consolidation,A,53452.05,2025-04-15,32.4,Active,2025,4,2,Moderate Risk,Very Large
LN000638,APP08463,Personal Loan,57000.0,14.76,12,Education,D,5138.27,2025-02-20,3.38,Active,2025,2,1,Low Risk,Small
LN000639,APP02803,Education Loan,373000.0,17.51,48,Home Purchase,D,10861.6,2025-09-19,24.44,Active,2025,9,3,Moderate Risk,Medium
LN000640,APP03620,Business Loan,611000.0,14.29,12,Debt Consolidation,C,54943.33,2024-08-31,83.71,Active,2024,8,3,Very High Risk,Large
LN000641,APP14376,Gold Loan,217000.0,15.87,18,Investment,C,13626.52,2024-05-30,12.41,Active,2024,5,2,Low Risk,Medium
LN000642,APP18653,Business Loan,1005000.0,15.01,48,Home Renovation,D,27975.0,2025-11-15,61.85,Active,2025,11,4,Very High Risk,Very Large
LN000643,APP04495,Personal Loan,259000.0,17.83,36,Education,D,9341.4,2024-05-29,11.57,Active,2024,5,2,Low Risk,Medium
LN000644,APP04083,Personal Loan,464000.0,12.95,48,Business Expansion,A,12436.45,2023-06-18,9.83,Active,2023,6,2,Low Risk,Medium
LN000645,APP02736,Business Loan,1201000.0,14.97,36,Debt Consolidation,D,41615.42,2024-04-15,79.15,Active,2024,4,2,Very High Risk,Very Large
LN000646,APP02639,Gold Loan,45000.0,17.11,24,Wedding,E,2227.28,2024-10-04,4.28,Active,2024,10,4,Low Risk,Small
LN000647,APP04515,Personal Loan,161000.0,14.06,60,Home Renovation,C,3751.2,2025-06-19,6.17,Closed,2025,6,2,Low Risk,Medium
LN000648,APP14938,Personal Loan,66000.0,15.88,48,Medical Emergency,E,1866.4,2026-04-21,3.46,Active,2026,4,2,Low Risk,Small
LN000649,APP19876,Auto Loan,502000.0,14.94,24,Debt Consolidation,C,24325.99,2024-07-07,28.51,Active,2024,7,3,Moderate Risk,Large
LN000650,APP01030,Education Loan,360000.0,17.47,36,Investment,F,12919.35,2024-11-20,24.16,Active,2024,11,4,Moderate Risk,Medium
LN000651,APP06137,Gold Loan,198000.0,16.5,6,Vehicle Purchase,C,34606.2,2023-12-12,24.4,Closed,2023,12,4,Moderate Risk,Medium
LN000652,APP15060,Personal Loan,415000.0,15.55,60,Home Purchase,E,10859.9,2025-07-05,20.87,Closed,2025,7,3,Moderate Risk,Medium
LN000653,APP12674,Gold Loan,30000.0,18.54,12,Investment,F,2758.12,2024-01-09,12.6,Active,2024,1,1,Low Risk,Small
LN000654,APP10158,Gold Loan,170000.0,16.79,6,Investment,E,29736.9,2024-12-22,65.54,Closed,2024,12,4,Very High Risk,Medium
LN000655,APP19601,Business Loan,653000.0,16.91,60,Education,E,16197.15,2024-04-05,31.41,Closed,2024,4,2,Moderate Risk,Large
LN000656,APP06751,Business Loan,141000.0,14.8,36,Home Renovation,C,4874.01,2023-12-03,9.41,Active,2023,12,4,Low Risk,Medium
LN000657,APP03192,Personal Loan,155000.0,16.39,24,Investment,D,7618.2,2024-02-05,13.77,Closed,2024,2,1,Low Risk,Medium
LN000658,APP01200,Home Loan,1667000.0,17.71,360,Home Purchase,E,24728.81,2026-04-18,77.91,Active,2026,4,2,Very High Risk,Very Large
LN000659,APP11640,Auto Loan,619000.0,15.52,60,Home Renovation,D,14895.46,2025-01-27,35.75,Closed,2025,1,1,High Risk,Large
LN000660,APP09355,Education Loan,344000.0,17.06,84,Wedding,F,7041.85,2024-05-16,11.56,Active,2024,5,2,Low Risk,Medium
LN000661,APP19744,Personal Loan,158000.0,18.13,36,Business Expansion,E,5722.39,2026-02-08,22.4,Active,2026,2,1,Moderate Risk,Medium
LN000662,APP08274,Auto Loan,1069000.0,16.08,60,Vehicle Purchase,C,26041.46,2023-11-09,37.03,Active,2023,11,4,High Risk,Very Large
LN000663,APP05550,Home Loan,2084000.0,16.27,180,Wedding,D,31000.93,2024-04-14,74.4,Active,2024,4,2,Very High Risk,Very Large
LN000664,APP13788,Education Loan,148000.0,15.73,48,Medical Emergency,D,4173.92,2025-12-04,8.69,Closed,2025,12,4,Low Risk,Medium
LN000665,APP14732,Home Loan,1642000.0,16.34,360,Wedding,E,22531.65,2026-02-02,34.13,Closed,2026,2,1,Moderate Risk,Very Large
LN000666,APP17302,Home Loan,763000.0,18.32,180,Debt Consolidation,E,12463.58,2026-02-14,17.13,Closed,2026,2,1,Low Risk,Large
LN000667,APP16951,Home Loan,974000.0,16.32,120,Investment,B,16370.45,2024-08-20,20.16,Closed,2024,8,3,Moderate Risk,Large
LN000668,APP01003,Education Loan,508000.0,17.66,84,Investment,E,10576.06,2023-12-14,24.29,Active,2023,12,4,Moderate Risk,Large
LN000669,APP08739,Personal Loan,262000.0,16.98,48,Wedding,D,7557.31,2025-01-14,8.97,Active,2025,1,1,Low Risk,Medium
LN000670,APP19707,Gold Loan,294000.0,15.92,18,Investment,C,18468.68,2025-01-08,19.83,Active,2025,1,1,Low Risk,Medium
LN000671,APP14603,Business Loan,353000.0,16.17,48,Wedding,C,10034.88,2025-08-20,21.69,Active,2025,8,3,Moderate Risk,Medium
LN000672,APP06999,Home Loan,2088000.0,16.89,120,Wedding,D,36143.54,2025-04-01,99.94,Closed,2025,4,2,Very High Risk,Very Large
LN000673,APP00215,Business Loan,583000.0,16.28,12,Medical Emergency,D,52973.37,2024-08-25,168.54,Active,2024,8,3,Very High Risk,Large
LN000674,APP07407,Gold Loan,110000.0,15.67,18,Home Purchase,D,6897.06,2025-05-05,6.3,Active,2025,5,2,Low Risk,Medium
LN000675,APP19470,Home Loan,3233000.0,15.45,120,Home Renovation,B,53054.1,2024-12-03,31.01,Active,2024,12,4,Moderate Risk,Very Large
LN000676,APP11080,Home Loan,1831000.0,17.03,300,Home Purchase,C,26369.62,2024-01-24,23.48,Active,2024,1,1,Moderate Risk,Very Large
LN000677,APP07611,Gold Loan,292000.0,15.34,18,Vehicle Purchase,C,18263.12,2023-11-07,19.53,Closed,2023,11,4,Low Risk,Medium
LN000678,APP15774,Personal Loan,159000.0,15.11,36,Medical Emergency,C,5520.36,2025-02-16,4.34,Closed,2025,2,1,Low Risk,Medium
LN000679,APP00712,Home Loan,2977000.0,17.76,240,Medical Emergency,E,45395.27,2024-08-20,76.93,Active,2024,8,3,Very High Risk,Very Large
LN000680,APP10881,Education Loan,834000.0,16.64,84,Debt Consolidation,E,16870.4,2024-06-22,17.07,Active,2024,6,2,Low Risk,Large
LN000681,APP00097,Business Loan,319000.0,15.9,48,Business Expansion,C,9024.22,2024-07-13,7.5,Active,2024,7,3,Low Risk,Medium
LN000682,APP09915,Business Loan,1389000.0,17.94,60,Medical Emergency,D,35226.15,2024-07-19,37.64,Active,2024,7,3,High Risk,Very Large
LN000683,APP15235,Home Loan,3173000.0,15.54,120,Debt Consolidation,B,52245.91,2026-02-27,40.15,Closed,2026,2,1,High Risk,Very Large
LN000684,APP15566,Personal Loan,294000.0,15.18,48,Home Renovation,C,8209.09,2024-06-26,9.64,Active,2024,6,2,Low Risk,Medium
LN000685,APP08269,Gold Loan,181000.0,15.75,24,Education,C,8840.72,2023-07-04,18.91,Closed,2023,7,3,Low Risk,Medium
LN000686,APP15399,Business Loan,120000.0,16.52,48,Vehicle Purchase,F,3432.88,2024-04-24,7.26,Active,2024,4,2,Low Risk,Medium
LN000687,APP19402,Education Loan,982000.0,15.03,48,Medical Emergency,C,27344.73,2025-05-29,25.21,Active,2025,5,2,Moderate Risk,Large
LN000688,APP11825,Gold Loan,48000.0,17.67,12,Investment,E,4393.1,2023-09-18,13.67,Active,2023,9,3,Low Risk,Small
LN000689,APP17217,Gold Loan,175000.0,18.22,24,Business Expansion,E,8755.33,2025-09-27,21.01,Closed,2025,9,3,Moderate Risk,Medium
